CHUNK,TIPO,PREGUNTA,RESPUESTA
torn flat ave 12 x 1.1/2x10u de la marca sm del area de ferreteria para los productos de fijacion de la linea tornillos para metal-percep de procedencia nacional al precio de 5.7 soles,PRODUCTO,¿Qué características tiene el modelo torn flat ave 12 x?,torn flat ave 12 x 1.1/2x10u de la marca sm del area de ferreteria para los productos de fijacion de la linea tornillos para metal-percep de procedencia nacional al precio de 5.7 soles
"altura del producto 37.5 cm, ancho del producto 37 cm, profundidad del producto 10 cm, volumen del producto 13875, ean 7708856932515, medidas 37x10x37.5, tipo de producto repisas, modelo dalia, color beige, material melamina, garantía 6 meses, procedencia nacional, país de origen perú",FICHA,¿Qué se indica sobre el modelo ?,"altura del producto 37.5 cm, ancho del producto 37 cm, profundidad del producto 10 cm, volumen del producto 13875, ean 7708856932515, medidas 37x10x37.5, tipo de producto repisas, modelo dalia, color beige, material melamina, garantía 6 meses, procedencia nacional, país de origen perú"
El color y la cantidad de luz depende el dicroico a elegir.,OBSERVACIONES,¿Qué se indica sobre el modelo ?,El color y la cantidad de luz depende el dicroico a elegir.
"Funda para cojín ideal para decorar y brindar comodidad tanto en exteriores de terrazas, como en interiores, salas de estar, comedores, habitaciones, etc.",DESCRIPCION,¿Para qué sirve el ?,"Funda para cojín ideal para decorar y brindar comodidad tanto en exteriores de terrazas, como en interiores, salas de estar, comedores, habitaciones, etc."
Permanecer en un lugar seco,RECOMENDACIONES,¿Qué recomendaciones se deben seguir al usar ?,Permanecer en un lugar seco
"Puede usarse con cualquier formato, así la continuidad de la imagen no se pierde, también se puede utilizar separados. Fácil de instalar. Revestimiento exclusivo para pared",CARACTERISTICAS,¿Qué se indica sobre el modelo ?,"Puede usarse con cualquier formato, así la continuidad de la imagen no se pierde, también se puede utilizar separados. Fácil de instalar. Revestimiento exclusivo para pared"
Excelente calidad y resistencia.,CARACTERISTICAS,¿Qué se indica sobre el modelo ?,Excelente calidad y resistencia.
"Limpiador desifectante en polvo con alto poder desengrasante que limpia, desodoriza y facilita la eliminación de manchas difíciles en todo tipo de superficies inertes",CARACTERISTICAS,¿Qué se indica sobre el modelo ?,"Limpiador desifectante en polvo con alto poder desengrasante que limpia, desodoriza y facilita la eliminación de manchas difíciles en todo tipo de superficies inertes"
"Asegurarse que los tornillos estén correctamente ajustados, tener en cuenta el tipo de puerta.",RECOMENDACIONES,¿Qué recomendaciones se deben seguir al usar ?,"Asegurarse que los tornillos estén correctamente ajustados, tener en cuenta el tipo de puerta."
No aplica,OBSERVACIONES,¿Qué se indica sobre el modelo ?,No aplica
adorno de árbol forma árbol 6.5x3x8cm c.dorada de la marca orange del area de tendencias para los navidad de la linea adornos y decorativos de procedencia importado al precio de 11.9 soles,PRODUCTO,¿Qué características tiene el modelo adorno de árbol forma árbol?,adorno de árbol forma árbol 6.5x3x8cm c.dorada de la marca orange del area de tendencias para los navidad de la linea adornos y decorativos de procedencia importado al precio de 11.9 soles
Limpieza cada seis meses.,RECOMENDACIONES,¿Qué recomendaciones se deben seguir al usar ?,Limpieza cada seis meses.
"Decora e ilumina tu hogar con esta Lámpara que cuenta con un elegante diseño. Puedes colocarla tanto en una sala, comedor, habitación o donde gustes.",DESCRIPCION,¿Para qué sirve el ?,"Decora e ilumina tu hogar con esta Lámpara que cuenta con un elegante diseño. Puedes colocarla tanto en una sala, comedor, habitación o donde gustes."
lsoh-90  cab. 10 mm² 750 v negro de la marca sm del area de electricidad para los cables de la linea conductores electric 1 de procedencia nacional al precio de 6.52 soles,PRODUCTO,¿Qué características tiene el modelo lsoh-90 cab. 10 mm² 750?,lsoh-90  cab. 10 mm² 750 v negro de la marca sm del area de electricidad para los cables de la linea conductores electric 1 de procedencia nacional al precio de 6.52 soles
"Ayuda para esas mascotas que no se pueden aguantar a ir al baño, ya que está manta es fácil de limpiar. Tiene un estilo de hamaca, adecuada para cualquier vehículo.",DESCRIPCION,¿Para qué sirve el ?,"Ayuda para esas mascotas que no se pueden aguantar a ir al baño, ya que está manta es fácil de limpiar. Tiene un estilo de hamaca, adecuada para cualquier vehículo."
"acabado brillante, tamaño del producto pequeño, altura del producto 10.10 cm, ancho del producto 7.60 cm, profundidad del producto 1.00 cm, volumen del producto 76.76, ean 2000001546888, medidas 7.60x1.00x10.10, tipo de producto bisagra, modelo capuchina, color marrón, material acero, garantía 06 meses por defectos de fabricación, procedencia nacional, país de origen china",FICHA,¿Qué se indica sobre el modelo ?,"acabado brillante, tamaño del producto pequeño, altura del producto 10.10 cm, ancho del producto 7.60 cm, profundidad del producto 1.00 cm, volumen del producto 76.76, ean 2000001546888, medidas 7.60x1.00x10.10, tipo de producto bisagra, modelo capuchina, color marrón, material acero, garantía 06 meses por defectos de fabricación, procedencia nacional, país de origen china"
"Los niños y las personas mayores, enfermos, persona física o mentalmente debilitados, deben ser vigiladas para la utilización del aparato.",OBSERVACIONES,¿Qué se indica sobre el modelo ?,"Los niños y las personas mayores, enfermos, persona física o mentalmente debilitados, deben ser vigiladas para la utilización del aparato."
ropero manchester 150 negro amaderado de la marca tuhome del area de muebles para los dormitorios de la linea closets rta de procedencia nacional al precio de 779.0 soles,PRODUCTO,¿Qué características tiene el modelo ropero manchester 150 negro amaderado?,ropero manchester 150 negro amaderado de la marca tuhome del area de muebles para los dormitorios de la linea closets rta de procedencia nacional al precio de 779.0 soles
"altura del producto 22.50 cm, ancho del producto 19.00 cm, profundidad del producto 9.00 cm, volumen del producto 3847.5, ean 7754214000068, medidas 19.00x9.00x22.50, tipo de producto tablero, modelo 8p 0.9mm, color beige, material metal, garantía 1 año, procedencia nacional, país de origen perú",FICHA,¿Qué se indica sobre el modelo ?,"altura del producto 22.50 cm, ancho del producto 19.00 cm, profundidad del producto 9.00 cm, volumen del producto 3847.5, ean 7754214000068, medidas 19.00x9.00x22.50, tipo de producto tablero, modelo 8p 0.9mm, color beige, material metal, garantía 1 año, procedencia nacional, país de origen perú"
"conexión de laton macho de 3/4"" blister de la marca truper del area de jardin para los mangueras y accesorios para riego de la linea accesorios de riego de procedencia importado al precio de 2.9 soles",PRODUCTO,¿Qué características tiene el modelo conexión de laton macho de?,"conexión de laton macho de 3/4"" blister de la marca truper del area de jardin para los mangueras y accesorios para riego de la linea accesorios de riego de procedencia importado al precio de 2.9 soles"
"La pistola, rodillo o brocha a usar para la aplicación de la pintura, se deben encontrar limpias y en buen estado.",RECOMENDACIONES,¿Qué recomendaciones se deben seguir al usar ?,"La pistola, rodillo o brocha a usar para la aplicación de la pintura, se deben encontrar limpias y en buen estado."
"Se utilizan para ajustar y desajustar con mayor firmeza por sus dos agarres en forma de T tornillos y tuercas en mecánica, carpintería, partes eléctricas y otros usos.",RECOMENDACIONES,¿Qué recomendaciones se deben seguir al usar ?,"Se utilizan para ajustar y desajustar con mayor firmeza por sus dos agarres en forma de T tornillos y tuercas en mecánica, carpintería, partes eléctricas y otros usos."
"perno   tuerca   arandela acero cs ph 8.8 4x50 12u de la marca sm del area de ferreteria para los productos de fijacion de la linea perno,tuerca y arandelas de procedencia importado al precio de 2.8 soles",PRODUCTO,¿Qué características tiene el modelo perno tuerca arandela acero cs?,"perno   tuerca   arandela acero cs ph 8.8 4x50 12u de la marca sm del area de ferreteria para los productos de fijacion de la linea perno,tuerca y arandelas de procedencia importado al precio de 2.8 soles"
Instalar por personal calificado.,RECOMENDACIONES,¿Qué recomendaciones se deben seguir al usar ?,Instalar por personal calificado.
llave estriada 24-27 mm de la marca bahco del area de herramientas para los herramientas de mano de la linea alicates y herramientas de corte de procedencia nacional al precio de 163.9 soles,PRODUCTO,¿Qué características tiene el modelo llave estriada 24-27 mm de?,llave estriada 24-27 mm de la marca bahco del area de herramientas para los herramientas de mano de la linea alicates y herramientas de corte de procedencia nacional al precio de 163.9 soles
aceite super oil gas 1/4 gl. 20w50 de la marca vistony del area de herramientas para los automotriz de la linea limpieza y aditivos de procedencia nacional al precio de 18.9 soles,PRODUCTO,¿Qué características tiene el modelo aceite super oil gas 1/4?,aceite super oil gas 1/4 gl. 20w50 de la marca vistony del area de herramientas para los automotriz de la linea limpieza y aditivos de procedencia nacional al precio de 18.9 soles
"volumen del producto 0, ean 5010576385307, tipo de producto termo, garantía por defecto de fabricación, procedencia nacional",FICHA,¿Qué se indica sobre el modelo ?,"volumen del producto 0, ean 5010576385307, tipo de producto termo, garantía por defecto de fabricación, procedencia nacional"
"altura del producto 12.00 cm, ancho del producto 7.50 cm, profundidad del producto 3.50 cm, volumen del producto 315, diametro del producto 0, ean 2000001551097, medidas 7.50x3.50x12.00, tipo de producto tomacorriente, modelo matte, color blanco, material policarbonato, garantía 10 años, procedencia importado, país de origen china",FICHA,¿Qué se indica sobre el modelo ?,"altura del producto 12.00 cm, ancho del producto 7.50 cm, profundidad del producto 3.50 cm, volumen del producto 315, diametro del producto 0, ean 2000001551097, medidas 7.50x3.50x12.00, tipo de producto tomacorriente, modelo matte, color blanco, material policarbonato, garantía 10 años, procedencia importado, país de origen china"
disco diamantado 180 guinda de la marca kamasa del area de herramientas para los accesorios para herramientas electricas de la linea discos de corte de procedencia nacional al precio de 37.9 soles,PRODUCTO,¿Qué características tiene el modelo disco diamantado 180 guinda de?,disco diamantado 180 guinda de la marca kamasa del area de herramientas para los accesorios para herramientas electricas de la linea discos de corte de procedencia nacional al precio de 37.9 soles
Crea un ambiente de full diversión con este bolso de pelotas inflables que puedes colocarlo en una piscina inflable para que los más pequeños de la casa no paren de jugar.,DESCRIPCION,¿Para qué sirve el ?,Crea un ambiente de full diversión con este bolso de pelotas inflables que puedes colocarlo en una piscina inflable para que los más pequeños de la casa no paren de jugar.
"volumen del producto 0, ean 2000000135113, color no aplica, garantía 1 año, procedencia nacional",FICHA,¿Qué se indica sobre el modelo ?,"volumen del producto 0, ean 2000000135113, color no aplica, garantía 1 año, procedencia nacional"
"Excelente aislamiento para instalaciones de agua y vapor. No envejece. Para sellado de uniones e instalaciones de fluídos, redes de agua, vapor, aire y otros a nivel doméstico. Es inerte a la mayor parte de sustancias químicas. Brinda un excelente aislamiento contra corrosión y envejecimiento por largos períodos de tiempo. Densidad de 0.5 gr/cm3. temperatura de trabajo de Entre -180ºC a 260ºC.",CARACTERISTICAS,¿Qué se indica sobre el modelo ?,"Excelente aislamiento para instalaciones de agua y vapor. No envejece. Para sellado de uniones e instalaciones de fluídos, redes de agua, vapor, aire y otros a nivel doméstico. Es inerte a la mayor parte de sustancias químicas. Brinda un excelente aislamiento contra corrosión y envejecimiento por largos períodos de tiempo. Densidad de 0.5 gr/cm3. temperatura de trabajo de Entre -180ºC a 260ºC."
